,stock,species,broodyear,recruits,spawners,r1,r2,r3,r4,r5,r6,r7,r8,r0.1,r0.2,r0.3,r0.4,r0.5,r1.1,r1.2,r1.3,r1.4,r1.5,r2.1,r2.2,r2.3,r2.4,r3.1,r3.2,r3.3,r3.4,r4.1,r4.2,r4.3,logRS,stock.id
11368,Chilkoot-Sockeye,Sockeye,2006,82829,96203,NA,0,0,5408,51259,25893,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.149682301,88
11369,Chilkoot-Sockeye,Sockeye,2007,255800,72678,NA,0,0,26855,216267,12635,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.258357164,88
11370,Chilkoot-Sockeye,Sockeye,2008,63919,33117,NA,0,0,4465,42427,17020,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657569911,88
11371,Chilkoot-Sockeye,Sockeye,2009,177711,33705,NA,0,0,16752,151886,9065,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.662512441,88
11372,Chilkoot-Sockeye,Sockeye,2010,188902,71657,NA,0,0,50801,111252,26688,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969337515,88
11373,Chilkoot-Sockeye,Sockeye,2011,198896,65915,NA,0,0,12894,181241,4751,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.104416042,88
11374,Chilkoot-Sockeye,Sockeye,2012,43043,118166,NA,0,0,3830,32684,6529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0098908,88
11375,Chilkoot-Sockeye,Sockeye,2013,81819,46329,NA,0,5,9654,68621,3539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568741376,88
11376,Chilkoot-Sockeye,Sockeye,2014,305345,105713,NA,56,0,48709,252286,4293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06071441,88
11377,Chilkoot-Sockeye,Sockeye,2015,109360,71515,NA,117,128,37881,70545,689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424737975,88
11378,Chilkoot-Sockeye,Sockeye,2016,138773,86721,NA,0,0,13798,122942,2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470143436,88
11379,Upper Station Late sockeye-Sockeye,Sockeye,1970,157665,36833,NA,NA,NA,NA,NA,NA,NA,NA,0,675,9969,0,NA,12594,81964,9161,0,NA,4431,30644,6171,0,632,1424,0,NA,NA,NA,NA,1.454078346,89
11380,Upper Station Late sockeye-Sockeye,Sockeye,1971,105634,95150,NA,NA,NA,NA,NA,NA,NA,NA,450,5538,632,0,NA,21045,10109,16613,0,NA,1895,40346,8105,0,0,901,0,NA,NA,NA,NA,0.104525695,89
11381,Upper Station Late sockeye-Sockeye,Sockeye,1972,156865,68351,NA,NA,NA,NA,NA,NA,NA,NA,3323,10425,17563,0,NA,11689,39397,8105,0,NA,3797,58539,4027,0,0,0,0,NA,NA,NA,NA,0.830729369,89
11382,Upper Station Late sockeye-Sockeye,Sockeye,1973,112182,67826,NA,NA,NA,NA,NA,NA,NA,NA,1580,1424,1801,0,NA,2373,10807,6041,0,NA,2702,77528,7926,0,0,0,0,NA,NA,NA,NA,0.50317695,89
11383,Upper Station Late sockeye-Sockeye,Sockeye,1974,463909,251234,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,23416,107734,22645,0,NA,1007,294387,7680,0,0,7040,0,NA,NA,NA,NA,0.613303637,89
11384,Upper Station Late sockeye-Sockeye,Sockeye,1975,184060,74456,NA,NA,NA,NA,NA,NA,NA,NA,901,3021,0,0,NA,0,61142,36479,0,NA,1132,76157,5228,0,0,0,0,NA,NA,NA,NA,0.905053445,89
11385,Upper Station Late sockeye-Sockeye,Sockeye,1976,251559,48650,NA,NA,NA,NA,NA,NA,NA,NA,0,10190,36479,0,NA,0,38399,11501,0,NA,2560,141154,10336,0,0,940,0,NA,NA,NA,NA,1.643025746,89
11386,Upper Station Late sockeye-Sockeye,Sockeye,1977,446445,49001,NA,NA,NA,NA,NA,NA,NA,NA,0,640,3137,0,NA,0,52279,66714,0,NA,1046,312897,9732,0,0,0,0,NA,NA,NA,NA,2.209475506,89
11387,Upper Station Late sockeye-Sockeye,Sockeye,1978,614798,38126,NA,NA,NA,NA,NA,NA,NA,NA,0,82601,90205,0,NA,1046,134367,55146,0,NA,4698,217342,26755,0,0,2638,0,NA,NA,NA,NA,2.780397294,89
11388,Upper Station Late sockeye-Sockeye,Sockeye,1979,621765,134579,NA,NA,NA,NA,NA,NA,NA,NA,0,31947,63256,0,NA,0,71366,103020,736,NA,0,339950,10850,0,0,360,280,NA,NA,NA,NA,1.530410821,89
11389,Upper Station Late sockeye-Sockeye,Sockeye,1980,314522,77718,NA,NA,NA,NA,NA,NA,NA,NA,0,124890,56178,0,NA,0,35951,21758,0,NA,2131,55472,16555,0,399,965,223,NA,NA,NA,NA,1.397967135,89
11390,Upper Station Late sockeye-Sockeye,Sockeye,1981,700035,118900,NA,NA,NA,NA,NA,NA,NA,NA,0,1294,17853,1007,NA,0,157249,149158,0,NA,12280,345506,14809,879,0,0,0,NA,NA,NA,NA,1.77284753,89
11391,Upper Station Late sockeye-Sockeye,Sockeye,1982,1675201,306161,NA,NA,NA,NA,NA,NA,NA,NA,0,644017,324600,117,NA,5129,364312,92824,0,NA,5029,231963,5168,0,0,2042,0,NA,NA,NA,NA,1.69957733,89
11392,Upper Station Late sockeye-Sockeye,Sockeye,1983,525000,179741,NA,NA,NA,NA,NA,NA,NA,NA,4867,182514,135177,0,NA,0,23242,53195,0,NA,1682,92799,30036,0,0,0,1488,NA,NA,NA,NA,1.071881337,89
11393,Upper Station Late sockeye-Sockeye,Sockeye,1984,597439,239608,NA,NA,NA,NA,NA,NA,NA,NA,3012,37733,89721,0,NA,528,187451,21543,0,NA,5064,224033,23712,0,0,4642,0,NA,NA,NA,NA,0.913647932,89
11394,Upper Station Late sockeye-Sockeye,Sockeye,1985,1196706,408409,NA,NA,NA,NA,NA,NA,NA,NA,2313,562757,309775,0,NA,1958,34924,40759,578,NA,12374,179839,45289,0,0,6140,0,NA,NA,NA,NA,1.075058938,89
11395,Upper Station Late sockeye-Sockeye,Sockeye,1986,1056851,367922,NA,NA,NA,NA,NA,NA,NA,NA,1449,72415,94380,678,NA,1953,291815,116039,0,NA,5610,451917,17721,6,0,1579,1289,NA,NA,NA,NA,1.055178052,89
11396,Upper Station Late sockeye-Sockeye,Sockeye,1987,360212,156274,NA,NA,NA,NA,NA,NA,NA,NA,0,68016,113821,0,NA,495,12899,17053,225,NA,127,104995,27470,0,0,15072,39,NA,NA,NA,NA,0.83508187,89
11397,Upper Station Late sockeye-Sockeye,Sockeye,1988,271837,247647,NA,NA,NA,NA,NA,NA,NA,NA,0,9222,27793,0,NA,216,76583,71330,133,NA,1000,80102,4037,0,177,1244,0,NA,NA,NA,NA,0.093198277,89
11398,Upper Station Late sockeye-Sockeye,Sockeye,1989,613023,221706,NA,NA,NA,NA,NA,NA,NA,NA,401,169158,85530,142,NA,1125,83807,53928,0,NA,12864,184067,21693,0,308,0,0,NA,NA,NA,NA,1.017050276,89
11399,Upper Station Late sockeye-Sockeye,Sockeye,1990,473411,198287,NA,NA,NA,NA,NA,NA,NA,NA,1432,56992,115907,444,NA,3904,27747,17591,0,NA,7728,237284,4315,0,0,0,67,NA,NA,NA,NA,0.870248457,89
11400,Upper Station Late sockeye-Sockeye,Sockeye,1991,1084640,242860,NA,NA,NA,NA,NA,NA,NA,NA,6744,51810,163283,160,NA,4858,73541,44507,0,NA,6484,712676,20546,0,31,0,0,NA,NA,NA,NA,1.496518268,89
11401,Upper Station Late sockeye-Sockeye,Sockeye,1992,447599,199067,NA,NA,NA,NA,NA,NA,NA,NA,4913,61018,15733,79,NA,1108,58923,6302,0,NA,12611,279349,7189,26,0,156,192,NA,NA,NA,NA,0.810256291,89
11402,Upper Station Late sockeye-Sockeye,Sockeye,1993,497539,187229,NA,NA,NA,NA,NA,NA,NA,NA,5186,46015,114817,444,NA,5688,35842,10769,278,NA,45256,199820,27883,0,191,5350,0,NA,NA,NA,NA,0.977341479,89
11403,Upper Station Late sockeye-Sockeye,Sockeye,1994,475125,221675,NA,NA,NA,NA,NA,NA,NA,NA,1417,10206,23167,44,NA,6322,90488,25603,0,NA,17439,293322,6069,0,80,968,0,NA,NA,NA,NA,0.762365582,89
11404,Upper Station Late sockeye-Sockeye,Sockeye,1995,493960,203659,NA,NA,NA,NA,NA,NA,NA,NA,233,3020,3349,0,NA,3340,179562,13017,254,NA,24492,251855,14264,20,0,307,247,NA,NA,NA,NA,0.886007516,89
11405,Upper Station Late sockeye-Sockeye,Sockeye,1996,162877,235727,NA,NA,NA,NA,NA,NA,NA,NA,277,1972,1335,0,NA,6536,35606,15478,1,NA,4057,88856,4856,1500,121,2282,0,NA,NA,NA,NA,-0.369679041,89
11406,Upper Station Late sockeye-Sockeye,Sockeye,1997,177256,230793,NA,NA,NA,NA,NA,NA,NA,NA,0,347,916,0,NA,0,2842,1932,130,NA,11901,129206,8502,0,1984,17554,1942,NA,NA,NA,NA,-0.26392619,89
11407,Upper Station Late sockeye-Sockeye,Sockeye,1998,279155,171214,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,89,2511,3281,0,NA,13979,219890,13190,0,25325,890,0,NA,NA,NA,NA,0.488852947,89
11408,Upper Station Late sockeye-Sockeye,Sockeye,1999,480610,210016,NA,NA,NA,NA,NA,NA,NA,NA,0,279,672,0,NA,2323,80315,20091,346,NA,15939,313886,40906,9,19,5360,465,NA,NA,NA,NA,0.827872412,89
11409,Upper Station Late sockeye-Sockeye,Sockeye,2000,432436,176783,NA,NA,NA,NA,NA,NA,NA,NA,96,34433,36394,98,NA,5197,122248,30388,31,NA,4045,181491,16677,165,0,986,187,NA,NA,NA,NA,0.894511347,89
11410,Upper Station Late sockeye-Sockeye,Sockeye,2001,110972,74408,NA,NA,NA,NA,NA,NA,NA,NA,0,522,1701,0,NA,215,5696,7078,78,NA,8310,77172,9900,0,0,300,0,NA,NA,NA,NA,0.399714454,89
11411,Upper Station Late sockeye-Sockeye,Sockeye,2002,247651,150349,NA,NA,NA,NA,NA,NA,NA,NA,411,2421,7179,0,NA,3965,94543,21609,0,NA,8085,95473,13730,235,0,0,0,NA,NA,NA,NA,0.499061239,89
11412,Upper Station Late sockeye-Sockeye,Sockeye,2003,350543,200894,NA,NA,NA,NA,NA,NA,NA,NA,43,888,337,0,NA,1667,51307,16131,357,NA,7446,256511,15308,0,0,548,0,NA,NA,NA,NA,0.556705975,89
11413,Upper Station Late sockeye-Sockeye,Sockeye,2004,431685,177108,NA,NA,NA,NA,NA,NA,NA,NA,669,5264,24845,0,NA,1535,99160,29761,0,NA,7094,255957,5577,0,181,1457,185,NA,NA,NA,NA,0.89093644,89
11414,Upper Station Late sockeye-Sockeye,Sockeye,2005,239187,156401,NA,NA,NA,NA,NA,NA,NA,NA,139,2828,3067,0,NA,2423,20933,6256,0,NA,20082,171458,8694,4,153,3150,0,NA,NA,NA,NA,0.424822451,89
11415,Upper Station Late sockeye-Sockeye,Sockeye,2006,163677,153153,NA,NA,NA,NA,NA,NA,NA,NA,0,931,177,0,NA,1561,10327,5267,74,NA,8207,126317,3988,0,182,6115,531,NA,NA,NA,NA,0.066457552,89
11416,Upper Station Late sockeye-Sockeye,Sockeye,2007,186004,149709,NA,NA,NA,NA,NA,NA,NA,NA,218,59,287,0,NA,787,12235,10286,277,NA,11858,140872,8838,0,46,241,0,NA,NA,NA,NA,0.217074769,89
11417,Upper Station Late sockeye-Sockeye,Sockeye,2008,172492,184856,NA,NA,NA,NA,NA,NA,NA,NA,0,0,349,0,NA,2217,40340,10196,0,NA,7761,105047,5639,0,943,0,0,NA,NA,NA,NA,-0.069226285,89
11418,Upper Station Late sockeye-Sockeye,Sockeye,2009,233748,161736,NA,NA,NA,NA,NA,NA,NA,NA,376,2236,5796,0,NA,1527,8546,3942,0,NA,16773,171268,23034,0,0,250,0,NA,NA,NA,NA,0.368278236,89
11419,Upper Station Late sockeye-Sockeye,Sockeye,2010,137943,141139,NA,NA,NA,NA,NA,NA,NA,NA,58,149,38,0,NA,2066,9380,4197,0,NA,3245,115614,1408,0,24,1764,0,NA,NA,NA,NA,-0.022904664,89
11420,Upper Station Late sockeye-Sockeye,Sockeye,2011,156831,101893,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5790,0,NA,533,26119,7460,0,NA,7436,101503,7308,0,8,667,0,NA,NA,NA,NA,0.431245549,89
11421,Upper Station Late sockeye-Sockeye,Sockeye,2012,267679,149325,NA,NA,NA,NA,NA,NA,NA,NA,0,1699,3637,0,NA,1927,56890,45364,0,NA,5748,142715,9326,0,0,373,0,NA,NA,NA,NA,0.583663363,89
11422,Upper Station Late sockeye-Sockeye,Sockeye,2013,294812,125573,NA,NA,NA,NA,NA,NA,NA,NA,579,7762,13053,0,NA,3278,65307,9025,0,NA,14126,178257,3425,0,0,0,0,NA,NA,NA,NA,0.853450602,89
11423,Upper Station Late sockeye-Sockeye,Sockeye,2014,302444,181411,NA,NA,NA,NA,NA,NA,NA,NA,593,10526,4676,0,NA,2734,147013,9829,0,NA,2289,113308,11476,0,0,0,0,NA,NA,NA,NA,0.511130961,89
11424,Upper Station Late sockeye-Sockeye,Sockeye,2015,200131,132864,NA,NA,NA,NA,NA,NA,NA,NA,3745,29948,11163,0,NA,3107,32156,20192,0,NA,6652,89334,3834,0,0,0,0,NA,NA,NA,NA,0.409646103,89
11425,Upper Station Early Sockeye-Sockeye,Sockeye,1969,30534,22509,NA,NA,NA,NA,NA,NA,NA,NA,0,317,1406,263,NA,0,3094,9979,62,NA,281,11554,3516,0,0,62,0,NA,NA,NA,NA,0.304925588,90
11426,Upper Station Early Sockeye-Sockeye,Sockeye,1970,11458,16168,NA,NA,NA,NA,NA,NA,NA,NA,0,375,788,0,NA,188,2889,1850,0,NA,263,3269,1469,0,0,367,0,NA,NA,NA,NA,-0.344345804,90
11427,Upper Station Early Sockeye-Sockeye,Sockeye,1971,25904,32529,NA,NA,NA,NA,NA,NA,NA,NA,0,0,185,0,NA,0,1234,5876,0,NA,370,15976,2263,0,0,0,0,NA,NA,NA,NA,-0.227734602,90
11428,Upper Station Early Sockeye-Sockeye,Sockeye,1972,39070,39613,NA,NA,NA,NA,NA,NA,NA,NA,0,185,1102,0,NA,62,5693,3482,0,NA,184,18977,8603,0,0,574,208,NA,NA,NA,NA,-0.013802438,90
11429,Upper Station Early Sockeye-Sockeye,Sockeye,1973,53756,26892,NA,NA,NA,NA,NA,NA,NA,NA,0,0,174,0,NA,0,522,3728,208,NA,696,41006,7289,133,0,0,0,NA,NA,NA,NA,0.692626444,90
11430,Upper Station Early Sockeye-Sockeye,Sockeye,1974,93734,35319,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,522,26382,16660,0,NA,0,38317,11720,0,0,133,0,NA,NA,NA,NA,0.976039921,90
11431,Upper Station Early Sockeye-Sockeye,Sockeye,1975,32065,10325,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1458,6393,0,NA,208,14783,8738,0,0,485,0,NA,NA,NA,NA,1.133196954,90
11432,Upper Station Early Sockeye-Sockeye,Sockeye,1976,94522,28567,NA,NA,NA,NA,NA,NA,NA,NA,0,0,133,0,NA,0,9722,10438,0,NA,0,47090,27139,0,0,0,0,NA,NA,NA,NA,1.196580406,90
11433,Upper Station Early Sockeye-Sockeye,Sockeye,1977,211375,26380,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,32041,48850,0,NA,243,94081,35526,0,0,634,0,NA,NA,NA,NA,2.08102766,90
11434,Upper Station Early Sockeye-Sockeye,Sockeye,1978,154029,66157,NA,NA,NA,NA,NA,NA,NA,NA,0,243,1809,0,NA,243,28948,32354,0,NA,0,70735,19660,0,0,0,37,NA,NA,NA,NA,0.845110191,90
11435,Upper Station Early Sockeye-Sockeye,Sockeye,1979,102074,53115,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,4124,17554,46,NA,0,65300,14870,0,0,38,142,NA,NA,NA,NA,0.653238666,90
11436,Upper Station Early Sockeye-Sockeye,Sockeye,1980,33082,37866,NA,NA,NA,NA,NA,NA,NA,NA,0,317,2341,0,NA,0,11937,4000,0,NA,0,7165,7259,0,38,0,25,NA,NA,NA,NA,-0.135064284,90
11437,Upper Station Early Sockeye-Sockeye,Sockeye,1981,119018,77042,NA,NA,NA,NA,NA,NA,NA,NA,0,0,542,0,NA,0,2832,4370,43,NA,1498,85872,23861,0,0,0,0,NA,NA,NA,NA,0.434924014,90
11438,Upper Station Early Sockeye-Sockeye,Sockeye,1982,249397,170610,NA,NA,NA,NA,NA,NA,NA,NA,0,2472,1006,0,NA,234,113439,75684,360,NA,781,37220,18131,0,0,70,0,NA,NA,NA,NA,0.379665754,90
11439,Upper Station Early Sockeye-Sockeye,Sockeye,1983,150273,115890,NA,NA,NA,NA,NA,NA,NA,NA,0,285,1181,0,NA,1220,5491,11396,0,NA,1205,87555,41723,0,0,217,0,NA,NA,NA,NA,0.259812175,90
11440,Upper Station Early Sockeye-Sockeye,Sockeye,1984,68683,96798,NA,NA,NA,NA,NA,NA,NA,NA,0,109,3443,0,NA,0,2118,1792,0,NA,66,46879,14103,0,0,113,60,NA,NA,NA,NA,-0.343124617,90
11441,Upper Station Early Sockeye-Sockeye,Sockeye,1985,166380,27408,NA,NA,NA,NA,NA,NA,NA,NA,0,1476,2865,0,NA,4,2314,6714,0,NA,22466,86949,42895,0,0,633,64,NA,NA,NA,NA,1.803439387,90
11442,Upper Station Early Sockeye-Sockeye,Sockeye,1986,186762,100812,NA,NA,NA,NA,NA,NA,NA,NA,0,35,449,0,NA,5680,51361,36048,18,NA,936,83179,8248,0,60,340,408,NA,NA,NA,NA,0.616577683,90
11443,Upper Station Early Sockeye-Sockeye,Sockeye,1987,66326,74747,NA,NA,NA,NA,NA,NA,NA,NA,0,2134,1022,0,NA,46,2027,726,0,NA,3849,30417,25242,0,27,779,57,NA,NA,NA,NA,-0.119527101,90
11444,Upper Station Early Sockeye-Sockeye,Sockeye,1988,47039,56724,NA,NA,NA,NA,NA,NA,NA,NA,0,17,71,0,NA,0,82,1607,206,NA,852,35640,7282,0,210,1072,0,NA,NA,NA,NA,-0.187220357,90
11445,Upper Station Early Sockeye-Sockeye,Sockeye,1989,129217,64582,NA,NA,NA,NA,NA,NA,NA,NA,0,450,5823,0,NA,404,8751,5539,0,NA,6313,67810,34127,0,0,0,0,NA,NA,NA,NA,0.693557427,90
11446,Upper Station Early Sockeye-Sockeye,Sockeye,1990,120384,56159,NA,NA,NA,NA,NA,NA,NA,NA,0,1497,0,0,NA,578,6275,19145,0,NA,3414,82269,6839,0,0,361,6,NA,NA,NA,NA,0.76249968,90
11447,Upper Station Early Sockeye-Sockeye,Sockeye,1991,294021,50026,NA,NA,NA,NA,NA,NA,NA,NA,0,407,20467,0,NA,3258,46391,57478,0,NA,6815,131931,27274,0,0,0,0,NA,NA,NA,NA,1.771108323,90
11448,Upper Station Early Sockeye-Sockeye,Sockeye,1992,52835,19076,NA,NA,NA,NA,NA,NA,NA,NA,52,2338,5878,0,NA,223,5959,3435,0,NA,3583,24099,7268,0,0,0,0,NA,NA,NA,NA,1.018742849,90
11449,Upper Station Early Sockeye-Sockeye,Sockeye,1993,61866,34852,NA,NA,NA,NA,NA,NA,NA,NA,219,669,2423,0,NA,605,5189,11812,0,NA,2741,31749,5168,62,0,1229,0,NA,NA,NA,NA,0.573860231,90
11450,Upper Station Early Sockeye-Sockeye,Sockeye,1994,119248,37645,NA,NA,NA,NA,NA,NA,NA,NA,0,229,4887,0,NA,994,53607,7176,0,NA,1320,33104,17361,0,0,570,0,NA,NA,NA,NA,1.153005215,90
11451,Upper Station Early Sockeye-Sockeye,Sockeye,1995,155291,41492,NA,NA,NA,NA,NA,NA,NA,NA,0,185,5857,360,NA,2467,33691,44415,492,NA,1497,44608,20938,0,0,689,92,NA,NA,NA,NA,1.319800139,90
11452,Upper Station Early Sockeye-Sockeye,Sockeye,1996,184138,58686,NA,NA,NA,NA,NA,NA,NA,NA,0,79,2723,0,NA,177,30487,81164,25,NA,1973,51987,15238,0,4,281,0,NA,NA,NA,NA,1.143484279,90
11453,Upper Station Early Sockeye-Sockeye,Sockeye,1997,26069,47655,NA,NA,NA,NA,NA,NA,NA,NA,0,422,0,0,NA,45,972,558,0,NA,2438,11566,7233,0,34,795,2006,NA,NA,NA,NA,-0.603240687,90
11454,Upper Station Early Sockeye-Sockeye,Sockeye,1998,69281,30713,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,6,145,418,0,NA,6264,45950,16490,0,0,8,0,NA,NA,NA,NA,0.813484681,90
11455,Upper Station Early Sockeye-Sockeye,Sockeye,1999,192198,36521,NA,NA,NA,NA,NA,NA,NA,NA,0,0,328,0,NA,2598,27894,34497,360,NA,6080,81382,38405,0,0,626,28,NA,NA,NA,NA,1.660638653,90
11456,Upper Station Early Sockeye-Sockeye,Sockeye,2000,254768,55761,NA,NA,NA,NA,NA,NA,NA,NA,0,780,7338,69,NA,10912,122434,59315,121,NA,2623,40862,9843,28,69,139,235,NA,NA,NA,NA,1.519278627,90
11457,Upper Station Early Sockeye-Sockeye,Sockeye,2001,51296,66795,NA,NA,NA,NA,NA,NA,NA,NA,0,1131,3856,0,NA,1123,6472,4335,24,NA,5116,15475,13764,0,0,0,0,NA,NA,NA,NA,-0.264015451,90
11458,Upper Station Early Sockeye-Sockeye,Sockeye,2002,19288,36802,NA,NA,NA,NA,NA,NA,NA,NA,82,532,574,36,NA,382,1295,4890,0,NA,42,2815,8604,36,0,0,0,NA,NA,NA,NA,-0.646069051,90
11459,Upper Station Early Sockeye-Sockeye,Sockeye,2003,71847,76175,NA,NA,NA,NA,NA,NA,NA,NA,0,75,88,0,NA,502,10903,9334,106,NA,3245,34250,13258,0,0,86,0,NA,NA,NA,NA,-0.058494467,90
11460,Upper Station Early Sockeye-Sockeye,Sockeye,2004,110569,78487,NA,NA,NA,NA,NA,NA,NA,NA,0,191,6398,0,NA,1553,36836,25750,0,NA,3258,32372,4211,0,0,0,0,NA,NA,NA,NA,0.342706754,90
11461,Upper Station Early Sockeye-Sockeye,Sockeye,2005,66383,60349,NA,NA,NA,NA,NA,NA,NA,NA,0,233,0,0,NA,281,5884,3904,0,NA,3446,42706,9733,2,64,130,0,NA,NA,NA,NA,0.095296622,90
11462,Upper Station Early Sockeye-Sockeye,Sockeye,2006,49003,24997,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,269,1815,4513,28,NA,2367,24439,14943,4,5,620,0,NA,NA,NA,NA,0.673125703,90
11463,Upper Station Early Sockeye-Sockeye,Sockeye,2007,57356,31895,NA,NA,NA,NA,NA,NA,NA,NA,0,71,136,0,NA,26,3578,3112,16,NA,4849,28723,16845,0,0,0,0,NA,NA,NA,NA,0.586828201,90
11464,Upper Station Early Sockeye-Sockeye,Sockeye,2008,48372,38800,NA,NA,NA,NA,NA,NA,NA,NA,0,0,52,0,NA,978,10317,10744,0,NA,2056,21686,2534,0,5,0,0,NA,NA,NA,NA,0.220500887,90
11465,Upper Station Early Sockeye-Sockeye,Sockeye,2009,49495,34585,NA,NA,NA,NA,NA,NA,NA,NA,0,108,2346,0,NA,226,2774,2354,0,NA,2782,30938,7963,0,4,0,0,NA,NA,NA,NA,0.358451592,90
11466,Upper Station Early Sockeye-Sockeye,Sockeye,2010,62615,42060,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,228,1784,2353,0,NA,6735,45458,5892,0,89,76,0,NA,NA,NA,NA,0.397907696,90
11467,Upper Station Early Sockeye-Sockeye,Sockeye,2011,54500,28759,NA,NA,NA,NA,NA,NA,NA,NA,0,80,0,0,NA,132,1376,696,0,NA,7241,27850,17099,0,26,0,0,NA,NA,NA,NA,0.63924994,90
11468,Upper Station Early Sockeye-Sockeye,Sockeye,2012,71670,25487,NA,NA,NA,NA,NA,NA,NA,NA,0,0,438,0,NA,1625,15567,14540,0,NA,4505,32314,2681,0,0,0,0,NA,NA,NA,NA,1.033903732,90
11469,Upper Station Early Sockeye-Sockeye,Sockeye,2013,84241,27712,NA,NA,NA,NA,NA,NA,NA,NA,0,319,1016,0,NA,7144,31462,8118,0,NA,2862,28517,4704,0,0,99,0,NA,NA,NA,NA,1.111816206,90
11470,Upper Station Early Sockeye-Sockeye,Sockeye,2014,59004,36823,NA,NA,NA,NA,NA,NA,NA,NA,0,98,0,0,NA,3481,26729,8904,36,NA,1368,16940,1325,0,0,123,0,NA,NA,NA,NA,0.471482588,90
11471,Upper Station Early Sockeye-Sockeye,Sockeye,2015,42264,54473,NA,NA,NA,NA,NA,NA,NA,NA,0,148,0,0,NA,3289,18840,7220,0,NA,2582,9210,975,0,0,0,0,NA,NA,NA,NA,-0.253769506,90
11472,Ayakulik-Sockeye,Sockeye,1966,137385,66057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,315,1173,3285,0,NA,16622,57850,51109,0,0,7031,0,0,NA,NA,NA,0.732269198,91
11473,Ayakulik-Sockeye,Sockeye,1967,148402,227089,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1772,24013,16469,0,NA,3338,78834,23976,0,0,0,0,0,NA,NA,NA,-0.425417203,91
11474,Ayakulik-Sockeye,Sockeye,1968,262665,220850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,83,4199,34463,0,NA,2825,89549,123053,0,0,8493,0,0,NA,NA,NA,0.173395718,91
11475,Ayakulik-Sockeye,Sockeye,1969,105521,71160,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,4756,3704,0,NA,3703,78972,13734,0,0,652,0,0,NA,NA,NA,0.393979122,91
11476,Ayakulik-Sockeye,Sockeye,1970,39430,33863,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1084,2052,0,NA,6325,17543,9152,0,0,3274,0,0,NA,NA,NA,0.152203975,91
11477,Ayakulik-Sockeye,Sockeye,1971,288753,109174,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3251,35919,26505,0,NA,18925,184053,16736,0,0,3364,0,0,NA,NA,NA,0.972628712,91
11478,Ayakulik-Sockeye,Sockeye,1972,564194,113733,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5080,121160,99681,0,NA,6723,260325,71225,0,0,0,0,0,NA,NA,NA,1.601544568,91
11479,Ayakulik-Sockeye,Sockeye,1973,330222,119993,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1395,0,NA,986,79993,82532,0,NA,7548,110906,45469,0,0,1393,0,0,NA,NA,NA,1.012331748,91
